uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Droits d'inscription;Fonds de roulement net global;Produits de fonctionnement encaissables;Ressources propres / Produits encaissables;Taxe d'apprentissage;Valorisation;rce;vague;Etablissement;commune;academie;region;code de la commune;code de l'academie;code de la region;source;id - paysage;CAF / Acquisitions d'immobilisations;Capacité d'autofinancement;Charges de fonctionnement décaissables;Charges de personnel;Charges de personnel / Produits encaissables;Charges décaissables / Produits.encaissables;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Formation continue, diplômes propres et VAE;Recettes propres;Ressources propres encaissables;Résultat net comptable;Résultat net comptable hors SIE;Solde budgétaire;Subventions Union Européenne;Subventions de la région;Taux de rémunération des permanents;Trésorerie;Trésorerie en jours de charges décaissables
0860856N;2011;15106433.43;0.0;0.0;3026933.78;5632319.12;;3.92040834867797;26106974.05;12.5436225495891;1823724.45;3783666.71;15737288.91;208129461.38;12.5437460256209;1984551.71;175153.87;2010;Vague B;Université POITIERS;Poitiers;Poitiers;Nouvelle-Aquitaine;86194;A13;R75;Comptes financiers;hlX1r;54.0135751950287;8159524.78000001;199833122.77;171097268.83;82.2071357392373;96.0138566856459;10680402.79;28.3507755324461;4064063.57;26107231.04;26107231.04;4685741.03000001;;;1970052.57;2639571.32;85.0487169246934;21844387.3299999;39.3527325690201
0860856N;2022;56186313.0;1472438.0;1579399.0;5886053.0;21084262.0;-11812454.0;5.47143116015491;;;806189.0;3810000.0;28286180.0;251955121.0;16.2545924200525;886345.0;;2010;Vague B;Université POITIERS;Poitiers;Poitiers;Nouvelle-Aquitaine;86194;A13;R75;Budget;hlX1r;24.5354255581782;13785551.0;238169570.0;203827757.0;80.8984378610824;94.5285688398451;;42.7553561943283;3039495.0;61694090.0;40954278.0;5423219.0;5423219.0;-19650949.0;10423456.0;12706453.0;;40098634.0;60.6102124633302
0861420B;2019;72364.0;0.0;0.0;3576.0;204923.0;-825227.0;4.66841222269277;;;0.0;0.0;688376.0;491152.0;53.0929325341239;0.0;0.0;;Vague B;Université confédérale Léonard de Vinci;Chasseneuil-du-Poitou;Poitiers;Nouvelle-Aquitaine;86062;A13;R75;Comptes financiers;52U59;31.6856447957548;22929.0;468223.0;0.0;0.0;95.3315877773072;;529.267806152197;0.0;208499.0;260767.0;13579.0;13579.0;-100137.0;0.0;0.0;;1513603.0;1163.75547548924
0870669E;2011;6565024.09;0.0;0.0;3585214.46;3006151.69;;1.3167246189808;19477826.02;14.8542638643901;707227.97;2336980.96;10949748.52;131126161.47;16.013381665873;2086097.48;62977.02;2009;Vague B;Université LIMOGES;Limoges;Limoges;Nouvelle-Aquitaine;87085;A22;R75;Comptes financiers;nkbwh;26.2995295421681;1726570.45;129330674.63;105837909.98;80.7145643504667;98.6307180658142;5058990.51;30.4793080100861;1415581.35;20997732.7;20997732.7;216320.250000003;;;1079607.79;5872522.7;84.4151618938393;12368207.12;34.4276760013681
0870669E;2012;11421310.86;0.0;0.0;3383705.55;1955791.03;;2.12207695112777;18192531.16;13.6632525151983;594538.41;2376433.57;9051670.41000003;133149344.49;15.7248560405586;2045227.9;94260.89;2009;Vague B;Université LIMOGES;Limoges;Limoges;Nouvelle-Aquitaine;87085;A22;R75;Comptes financiers;nkbwh;24.7391178178649;2825531.55;130327299.14;107907584.3;81.0425201215348;97.8805413118561;6187615.72000001;25.0032139782131;2088916.65;20937542.74;20937542.74;910574.320000003;;;124474.53;5987943.28;84.3875711874679;11650116.56;32.1808400026358
0870669E;2016;24115330.0;;;;;965624.0;0.617356577577111;;;;;10785912.0;141786616.0;18.6710810560568;;;2009;Vague B;Université LIMOGES;Limoges;Limoges;Nouvelle-Aquitaine;87085;A22;R75;Comptes financiers;nkbwh;3.62976165;875329.0;142614782.0;117682101.0;82.9994426272223;100.584093212296;;27.2266890258262;;26473094.0;26473094.0;;;;;;84.2414457086304;9820288.0;24.7891812505102
0870669E;2017;34954838.0;;;;;-3750183.0;2.95597565727031;;;;;11152929.0;150186115.0;19.3380306827965;;;2009;Vague B;Université LIMOGES;Limoges;Limoges;Nouvelle-Aquitaine;87085;A22;R75;Comptes financiers;nkbwh;12.7005738089817;4439465.0;142115964.0;124719358.0;83.0432014304385;94.6265665104927;;28.251959365;;29043037.0;29043037.0;926256.0;926256.0;-1336795.0;;;84.4154718480686;14903112.0;37.751707613
0911101C;2010;26067240.91;0.0;0.0;10936791.63;18562574.59;;2.26822441150381;51163237.29;16.4960536524079;1724976.34;5181923.17;41847511.08;310154406.43;16.1849780365218;2794956.22;86845.29;;;Université PARIS 11 - PARIS SUD;;;;;;;Comptes financiers;u13se;26.9878886848405;7034997.96000001;303082169.5;246945031.1;79.6200298884788;97.7197689978343;10603086.99;49.706335458972;5243359.25;50198422.5599999;50198422.5599999;3515221.40000001;;;2167015.22;1432789.57;;49696492.7;59.0293299058624
0911101C;2018;62133026.0;6421895.0;47422426.0;12935051.0;52108667.0;-74143619.0;3.91044065177328;;;1072720.0;5118143.0;45728962.0;346527801.0;17.7500612714187;2935226.0;2022352.0;2010;Vague E;Université PARIS 11 - PARIS SUD;Orsay;Versailles;Île-de-France;91471;A25;R11;Comptes financiers;u13se;21.8092774042584;13550764.0;332977037.0;272278666.0;78.5733973477066;96.0895593482267;;49.4401249657345;9286962.0;146482581.0;61508897.0;6811218.0;6811218.0;40628922.0;6403786.0;755353.0;80.9089051316068;119872581.0;129.600916474009
0912266U;2010;226349.89;0.0;0.0;56016.48;;35206.42;18.1980185457715;1294156.31;46.1077072642762;228726.24;;839851.930000001;2806811.24;100.0;;;;;ENSIIE;;;;;;;Comptes financiers;WjVHD;225.661267164742;510784.03;2296027.21;822264.66;29.2953315948671;81.8019814542285;672979.35;131.682539946903;82496.0;2806811.24;2806811.24;409007.23;;;;;;804645.51;126.162434982641
0912266U;2018;834765.0;;;1960444.0;;-472137.0;13.8120110100382;;;;;2351074.0;7055743.0;19.709533071145;;;2015;Vague E;ENSIIE;Évry-Courcouronnes;Versailles;Île-de-France;91228;A25;R11;Comptes financiers;WjVHD;116.744233407007;974540.0;6081203.0;4259700.0;60.3720968861819;86.1879889899618;;139.180790379798;;1960444.0;1390654.0;788052.0;788052.0;494370.0;;;76.4653771007869;2823211.0;167.130740414356
0912341A;2019;3939135.0;3639932.0;8118674.0;12237571.0;11405192.0;-7815073.0;10.9260846099594;;;2059615.0;9732387.0;69589879.0;93989479.0;47.7407295767647;2715200.0;5983454.0;2015;Vague E;CentraleSupélec;Gif-sur-Yvette;Versailles;Île-de-France;91272;A25;R11;Comptes financiers;m84Aa;260.701143779028;10269370.0;83720109.0;57937935.0;61.6430004894484;89.0739153900406;;299.239414989295;9341815.0;68326447.0;44871263.0;3922345.0;3922345.0;32648613.0;2513512.0;579095.0;72.0174689545114;77404952.0;332.844558527749
0912341A;2021;10144897.0;3453613.0;1521277.0;8689303.0;12363145.0;-10596571.0;7.05849227001177;;;5841928.0;8717628.0;58008259.0;95642125.0;47.7321954107565;2948756.0;1570774.0;2015;Vague E;CentraleSupélec;Gif-sur-Yvette;Versailles;Île-de-France;91272;A25;R11;Comptes financiers;m84Aa;66.5447071567114;6750892.0;88891233.0;60915600.0;63.6911821020288;92.9415077299882;;234.927253624663;7368210.0;54508505.0;45652086.0;5243870.0;5243870.0;12259277.0;1460768.0;573103.0;72.4385569336857;68604830.0;277.842234452975
0912423P;2020;20668761.0;1469680.0;8033948.0;2085735.0;1662517.0;-57340463.0;-10.2842548060363;;;1535114.0;612483.0;24446156.0;91450204.0;8.2577617869502;129225.0;;2011;Vague E;École normale supérieure Paris-Saclay;Gif-sur-Yvette;Versailles;Île-de-France;91272;A25;R11;Comptes financiers;6kk6n;-45.5033177847477;-9404972.0;100855177.0;68714585.0;75.138799034281;110.284255899528;;87.2599347081608;506371.0;16410644.0;7551740.0;-10397517.0;-10397517.0;-16344878.0;368701.0;6870.0;85.7493892881529;81786619.0;291.935265157484
0921204J;2014;15125640.65;0.0;0.0;2245792.18;1687200.64;-4328771.67;5.181430872;23169674.16;12.75640141;1287428.98;5891916.3;40354190.54;181631742.5;11.43786831;603880.98;76464.43;2012;Vague E;Université PARIS 10 - NANTERRE;Nanterre;Versailles;Île-de-France;92050;A25;R11;Comptes financiers;g6rwB;62.21966658;9411123.18;172004653.9;147489398.6;81.2024355;94.69966619;11455322.62;84.459974;3837200.19;20774799.52;20774799.52;7192217.6;;;324961.49;590593.4;80.8234029357326;44682962.21;93.51994864
0921204J;2020;10064645.0;688471.0;931112.0;5678992.0;5177709.0;-11214690.0;3.025939026843;;;868415.0;5887270.0;33789568.0;194345456.0;10.6068628638274;421326.0;46368.0;2012;Vague E;Université PARIS 10 - NANTERRE;Nanterre;Versailles;Île-de-France;92050;A25;R11;Comptes financiers;g6rwB;58.4300290770315;5880775.0;188464681.0;160852705.0;82.7663832798849;96.974060973157;;64.5438944605223;2137427.0;22222547.0;20613956.0;2239014.0;2379510.0;-3369316.0;;385457.0;82.0062743846666;45004258.0;85.9658838676516
0922605G;2010;;;;;;;;;;;;573490.16;;;;;;;INS-HEA;;;;;;;Comptes financiers;a2a9U;;;;;;;;;;;;;;;;;;1471053.1;
