uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Droits d'inscription;Fonds de roulement net global;Produits de fonctionnement encaissables;Ressources propres / Produits encaissables;Taxe d'apprentissage;Valorisation;rce;vague;Etablissement;commune;academie;region;code de la commune;code de l'academie;code de la region;source;id - paysage;CAF / Acquisitions d'immobilisations;Capacité d'autofinancement;Charges de fonctionnement décaissables;Charges de personnel;Charges de personnel / Produits encaissables;Charges décaissables / Produits.encaissables;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Formation continue, diplômes propres et VAE;Recettes propres;Ressources propres encaissables;Résultat net comptable;Résultat net comptable hors SIE;Solde budgétaire;Subventions Union Européenne;Subventions de la région;Taux de rémunération des permanents;Trésorerie;Trésorerie en jours de charges décaissables
0951376E;2014;662382.42;0.0;0.0;664849.35;42634.3;-35879.88;12.37673516;2383799.62;49.07851057;897.5;247659.2;8519735.39;4857114.84;54.02817365;;;;Vague E;ENSEA CERGY;Cergy;Versailles;Île-de-France;95127;A25;R11;Comptes financiers;tdEpy;90.75606807;601152.24;4255962.6;1700991.28;35.02061071;87.62326484;694631.23;720.6606422;712126.24;2624210.44;2624210.44;468717.47;;;;27350.0;;8555615.27;723.6956211
0951376E;2015;807864.0;0.0;0.0;818661.34;81409.45;256871.0;;2348731.0;69.91317013;;255106.0;6865875.0;3359497.0;79.9735793781033;98607.87;;;Vague E;ENSEA CERGY;Cergy;Versailles;Île-de-France;95127;A25;R11;Comptes financiers;tdEpy;;;4222967.0;1634943.0;48.6663033186218;125.702359609191;;585.0;961740.92;2686709.93;2686710.0;;;;62851.75;21250.0;;6609004.0;563.0
0951376E;2016;1362639.0;;;;;348962.0;11.2924438960603;;;;;6034730.0;4486717.0;49.7981709120499;;;;Vague E;ENSEA CERGY;Cergy;Versailles;Île-de-France;95127;A25;R11;Comptes financiers;tdEpy;37.1822617729274;506660.0;3980057.0;1658036.0;36.9543254009558;88.7075561039397;;545.847157465333;;2234303.0;2234303.0;116274.0;116274.0;;;;;5685768.0;514.283207501802
0951376E;2019;1003538.0;;;2915629.0;;273479.0;18.3812481522202;;;;;6664983.0;5269838.0;54.7626131960793;;;;Vague E;ENSEA CERGY;Cergy;Versailles;Île-de-France;95127;A25;R11;Comptes financiers;tdEpy;96.5246956268721;968662.0;4300478.0;1811655.0;34.3778119934617;81.6055066588385;;557.936554959704;;2915629.0;2885901.0;379346.0;379346.0;6391.0;;;;6391504.0;535.043183571687
0951376E;2022;1247188.0;;;3522862.0;;601161.0;5.67090816909483;;;;;4021754.0;5972412.0;58.9855823744243;;;;Vague E;ENSEA CERGY;Cergy;Versailles;Île-de-France;95127;A25;R11;Budget;tdEpy;27.1562907917652;338690.0;5633722.0;2643426.0;44.2606102860955;94.3290918309052;;256.99376717559;;3522862.0;3522862.0;18690.0;18690.0;908498.0;;;;3420593.0;218.57902821616
0952259P;2020;16323533.0;1113510.0;6931586.0;8199653.0;10248683.0;-40809526.0;5.16819789179175;;;0.0;7130416.0;29799612.0;167601090.0;22.8166630658548;1106878.0;1028704.0;2019;Vague E;CY Cergy Paris Université;Cergy;Versailles;Île-de-France;95127;A25;R11;Comptes financiers;RS4WF;53.0642232903869;8661956.0;158939134.0;135957661.0;81.1197952232888;94.8318021082082;;67.4966576828083;11431218.0;50107382.0;38240976.0;3420935.0;3420935.0;12866727.0;2483096.0;433638.0;78.2;70609138.0;159.930968794633
1260001S;2015;303171.0;7553.0;0.0;239874.28;5000.0;-6984.0;2.48145963703379;1403023.84;26.11245152;;;2112035.0;5373007.0;7.06131594468423;;126977.69;;;École Française d'Athènes;;;;;;;Comptes financiers;td273;43.9781509445165;133329.0;5274215.0;3858956.0;71.8211608508978;98.1613275396812;114634.31;144.0;;379404.97;379405.0;;;;;;;2119019.0;145.0
1260001S;2016;164676.0;;;;;-10220.0;6.08863140191383;;;;;2281583.0;5489296.0;4.12444510188556;;;;;École Française d'Athènes;Athènes;;Étranger;hmxhj;;R99;Comptes financiers;td273;202.957929510068;334223.0;5142447.0;2937859.0;53.5197773995062;93.6813573179512;;159.723547952949;;226403.0;226403.0;109766.0;109766.0;259808.0;;;;2291803.0;160.43900501065
1270009V;2022;225800.0;161338.0;;60200.0;24000.0;-55758.0;-1.01909452137516;;;379000.0;20000.0;2844888.0;6768067.0;6.66512314372774;;;;;École Française de Rome;Rome;;Étranger;ZNdhh;;R99;Budget;BOl78;-30.5460584588131;-68973.0;8097040.0;5051050.0;74.6306146200976;119.635931500087;;126.485688597315;;763145.0;451100.0;-348973.0;-348973.0;-258728.0;118607.0;;;2900646.0;128.964727851165
3010001R;2015;478123.0;;;;;4915.0;0.504955054745698;;;;;766061.0;5899733.0;15.508989983106;;;;;IFAO - Institut Français d'Archéologie Orientale;;;;;;;Comptes financiers;5eUBS;6.23082344919613;29791.0;5869943.0;4224621.0;71.6069862822606;99.4950618951739;;47.0;;;914989.0;;;;;;;761146.0;47.0
7200664J;2010;7007888.94;0.0;0.0;1751870.84;589206.6;;4.86635757929877;7348504.09;17.2614933929057;206225.4;638902.28;8538473.55999999;42571658.91;24.9099240704219;524241.72;;;;Université CORSE - PASQUALE PAOLI;;;;;;;Comptes financiers;NLCOF;29.5622428913664;2071689.15;40499566.96;32809066.75;77.067860614408;95.132696251324;2026938.0;75.898354286996;78009.86;10604567.91;10604567.91;1458086.86;;;511133.84;6233536.96;;10018771.21;89.0566963138708
7200664J;2012;3156419.12;0.0;0.0;960660.41;369292.46;3614194.67;4.04549707166204;8355117.92;18.0047174917841;199607.02;536356.59;15464632.38;46405159.78;25.4635644743383;633371.1;;2009;Vague C;Université CORSE - PASQUALE PAOLI;Corte;Corse;Corse;2B096;A27;R94;Comptes financiers;NLCOF;59.4762390109965;1877319.37999999;44527840.4;35854868.85;77.2648322298267;95.9545029283379;2936316.41999999;125.028916893082;93234.02;11816407.78;11816407.78;1078791.07999999;;;1406278.42;7548878.95;78.463603179761;11850437.71;95.8087690145422
7200664J;2019;7281715.0;23306.0;0.0;1593615.0;2232126.0;-1402866.0;5.22499258289262;;;53752.0;535867.0;27780347.0;54822585.0;27.4051177995346;1473738.0;1480.0;2009;Vague C;Université CORSE - PASQUALE PAOLI;Corte;Corse;Corse;2B096;A27;R94;Comptes financiers;NLCOF;39.3379306935248;2864476.0;52702215.0;41116778.0;74.9997067814296;96.1323056911672;;189.762895544333;250268.0;22389137.0;15024194.0;2744326.0;2744326.0;3634866.0;966520.0;15258465.0;77.1778226058519;29183213.0;199.345638129251
9710585J;2010;5894761.67;0.0;0.0;342890.49;1503636.74;6667031.77;16.6909596460729;12504765.9;46.9934112917876;110796.81;1811726.0;16516536.99;26609615.17;42.0289136034131;368314.76;1303.0;;;Université des Antilles et de la Guyane;;;;;;;Comptes financiers;XDl91;75.3448634336391;4441400.13;22168215.04;9366472.96;35.1995806784905;83.3090403539271;4900792.37;268.219759943288;215007.35;11183732.17;11183732.17;134880.300000001;;;4579327.26;1761187.07;;9849505.22;159.950716501169
9740478B;2011;;;;;;;;;;;;;;;;;2012;Vague E;Université de la Réunion;Saint-Denis;La Réunion;La Réunion;97411;A28;R04;Comptes financiers;cEt92;;;;;;;;;;;;;;;;;;9196276.93;
9740478B;2016;4369533.0;;;;;-5177129.0;5.45108832910178;;;;;12569945.0;104084371.0;12.2121965842499;;;2012;Vague E;Université de la Réunion;Saint-Denis;La Réunion;La Réunion;97411;A28;R04;Comptes financiers;cEt92;129.847537482839;5673731.0;98390600.0;84584215.0;81.2650489092162;94.5296580598061;;45.9919972029848;;12710988.0;12710988.0;3442418.0;3442418.0;8471796.0;;;87.5232312295349;17747074.0;64.9345226068344
9830445S;2012;4836611.14;0.0;0.0;1262674.1;1622669.51;;8.86535919417621;4833328.97;17.7386230807057;744011.01;322753.4;7300378.53;27247486.73;17.4802971635396;;;2011;Vague C;Université NOUVELLE-CALÉDONIE;Nouméa;Nouvelle-Calédonie;Collectivités d'outre-mer;98818;A40;R00;Comptes financiers;Z2FY5;49.9438036277607;2415587.57;24822039.34;19179294.9;70.3892255827149;91.0984546426825;2448376.71;105.879143723894;589455.24;4762941.65000001;4762941.65000001;1575987.48;;;20984.86;102236.0;;8605392.56;124.806075728345
9830445S;2022;6049160.0;0.0;554400.0;854125.0;5710250.0;-2198906.0;2.41467841461179;;;696616.0;373312.0;10239155.0;35661726.0;19.1051773545678;0.0;0.0;2011;Vague C;Université NOUVELLE-CALÉDONIE;Nouméa;Nouvelle-Calédonie;Collectivités d'outre-mer;98818;A40;R00;Budget;Z2FY5;14.2352987852859;861116.0;34800610.0;25295079.0;70.9306077894267;97.5853215853882;;105.92043645212;388783.0;9842100.0;6813236.0;-566916.0;-566916.0;-2126497.0;86159.0;1178455.0;;12438061.0;128.667341175916
9840349G;2012;965544.98;0.0;0.0;1079573.16;356813.44;;20.9883374079817;2828917.93;37.0833881795165;58208.19;439433.55;7074566.17000001;7628531.45;33.6947123682632;;;2013;Vague B;Université POLYNÉSIE FRANÇAISE - TAHITI;Punaauia;Polynésie Française;Collectivités d'outre-mer;98738;A41;R00;Comptes financiers;zepT6;165.823649147863;1601101.92;5772462.48;2130335.09;27.9258872295794;75.6693803759569;1890141.81;441.205781765428;460230.81;2570411.73;2570411.73;484867.230000001;;;44226.87;117860.65;;7868259.19;490.704498853668
9840349G;2019;2385773.0;146104.0;;591089.0;1160734.0;-812360.0;9.71289470548319;;;613233.0;508869.0;10261245.0;31125201.0;13.184840155731;;;2013;Vague B;Université POLYNÉSIE FRANÇAISE - TAHITI;Punaauia;Polynésie Française;Collectivités d'outre-mer;98738;A41;R00;Comptes financiers;zepT6;126.716079023444;3023158.0;28100099.0;23595435.0;75.8081369498626;90.2808595517182;;131.460326883546;575482.0;3595511.0;4103808.0;2233294.0;2233294.0;160762.0;;;;11073605.0;141.867749291559
9840349G;2022;8758960.0;;100123.0;;3585546.0;-1646104.0;3.11111189908265;;;70760.0;385480.0;4227540.0;30457953.0;3.86330952707163;;;2013;Vague B;Université POLYNÉSIE FRANÇAISE - TAHITI;Punaauia;Polynésie Française;Collectivités d'outre-mer;98738;A41;R00;Budget;zepT6;10.8184190817175;947581.0;31479671.0;25107345.0;82.432804988569;103.354519589678;;48.3459436408976;636042.0;4777951.0;1176685.0;25781.0;25781.0;-5310499.0;;;;5873644.0;67.1707096303516
0060099A;2011;1198004.44;0.0;0.0;266742.99;598905.6;;26.7517569583386;1704956.63;49.1009785322296;14638.7;;1328525.02;3472347.56;37.6426765297654;;;;Vague C;Observatoire de la Côte d'Azur;Nice;Nice;Provence-Alpes-Côte d'Azur;06088;A23;R93;Comptes financiers;8JlNN;77.5384421780607;928913.98;2540304.28;729955.89;21.021970796034;73.1581224547695;1007899.23;188.272330588681;;1307084.56;1307084.56;435637.16;;;;332028.73;;1357759.35;192.415282629056
0060099A;2015;925918.0;0.0;0.0;205011.33;566874.1;88619.0;15.2925864653252;1487129.09;45.15876929;55092.53;;1313109.0;3293112.0;53.826836135546;;291.9;;Vague C;Observatoire de la Côte d'Azur;Nice;Nice;Provence-Alpes-Côte d'Azur;06088;A23;R93;Comptes financiers;8JlNN;54.3894815739623;503602.0;2789510.0;993708.0;30.1753478168978;84.7074135346748;724729.95;169.0;;1772578.53;1772578.0;;;;;290573.14;;1224490.0;158.0
0062126D;2018;561637.0;;14703146.0;1463574.0;903166.0;-10973310.0;0.706111566963453;;;218500.0;132971.0;355555.0;19462930.0;61.8311014836923;7877.0;;2018;Vague C;COMUE université Côte d’Azur;Nice;Nice;Provence-Alpes-Côte d'Azur;06088;A23;R93;Comptes financiers;RDy6Q;24.4695417146662;137430.0;19325501.0;12860130.0;66.0749948748724;99.2938935710091;;6.62336257155765;78132.0;19342608.0;12034144.0;109187.0;109187.0;6505318.0;951838.0;883404.0;5.2421148460679;11328865.0;211.036774674043
0062126D;2019;726157.0;;13361196.0;1264463.0;2811549.0;-14338005.0;0.82957242899753;;;273897.0;;370635.0;23978497.0;71.4100095598152;298.0;;2018;Vague C;COMUE université Côte d’Azur;Nice;Nice;Provence-Alpes-Côte d'Azur;06088;A23;R93;Comptes financiers;RDy6Q;27.393387380415;198919.0;23779578.0;16364151.0;68.2451072725701;99.1704275710025;;5.61105836276825;542149.0;20944018.0;17123047.0;129445.0;129445.0;2855472.0;1927932.0;762534.0;4.68622205865016;14708640.0;222.674700114527
0062205P;2020;24676998.0;2603511.0;21637707.0;5784031.0;23522046.0;-34005028.0;2.56121848388306;;;550628.0;4355082.0;26083660.0;251605790.0;20.5847250176556;846014.0;1328111.0;2019;Vague C;EPE université Côte d’Azur;Nice;Nice;Provence-Alpes-Côte d'Azur;06088;A23;R93;Comptes financiers;s3t8T;26.1140921598324;6444174.0;245161617.0;204686734.0;81.3521556876732;97.4387819135641;;38.3017444366098;5229712.0;81198795.0;51792360.0;7963389.0;7963389.0;18362675.0;7424822.0;7917131.0;78.0951511345684;60088688.0;88.2353769105708
0101060Y;2015;2385504.0;;;;;-232916.0;0.850439414727268;;;;;5085069.0;32335284.0;30.8675686905982;;;2009;Vague C;Université de technologie TROYES;Troyes;Reims;Grand Est;10387;A19;R44;Comptes financiers;8tVLr;11.5276268662723;274992.0;34466026.0;25771747.0;79.701625629761;106.589526165906;;53.0;;;9981116.0;-862252.0;;;;;55.8018182038293;5317985.0;56.0
0101060Y;2020;2836421.0;659779.0;338562.0;1683926.0;3497444.0;-4257125.0;4.76268401114655;;;0.0;1238560.0;5396824.0;37722511.0;30.9513462664243;610621.0;855414.0;2009;Vague C;Université de technologie TROYES;Troyes;Reims;Grand Est;10387;A19;R44;Comptes financiers;8tVLr;63.3405266707587;1796604.0;35922789.0;29435216.0;78.0309030859584;95.2290503672993;;54.0842371676653;1474032.0;12477120.0;11675625.0;427969.0;427969.0;-249119.0;1183700.0;935082.0;75.9230928552905;9653949.0;96.7469881027333
0101060Y;2021;2661064.0;1336464.0;335000.0;1271453.0;2285982.0;-1767896.0;3.67327518844381;;;2215.0;1292829.0;8697659.0;43080083.0;37.475568466291;654471.0;1732022.0;2009;Vague C;Université de technologie TROYES;Troyes;Reims;Grand Est;10387;A19;R44;Comptes financiers;8tVLr;59.4668147778483;1582450.0;41491733.0;30591911.0;71.0117271593929;96.3130293876175;;75.4646049611859;7307411.0;19120458.0;16144506.0;190357.0;190357.0;3867736.0;2242100.0;660511.0;73.9525893708656;10465555.0;90.8036258692786
0130221V;2010;210042.14;0.0;0.0;485896.47;293005.31;35718.6799999998;0.898967034175664;1827342.88;38.5519785418305;139304.04;339997.93;3137345.2;4739945.78;55.2377554833549;191475.26;28.0;;;Institut d'études politiques AIX-EN-PROVENCE;;;;;;;Comptes financiers;G8QBG;20.2866672373461;;4695107.97;2649585.29;55.899063258905;99.0540438207291;482109.130000001;240.557678165599;1116079.65;2618239.66;2618239.66;;;;;47453.0;;3101626.52;237.818928624127
0130221V;2015;268794.0;0.0;0.0;73001.18;127901.56;-674995.0;16.0660817460294;1473571.04;29.64988834;57473.0;116727.83;2939459.0;4969905.0;67.1497744926714;209069.3;;;Vague C;Institut d'études politiques AIX-EN-PROVENCE;Aix-en-Provence;Aix-Marseille;Provence-Alpes-Côte d'Azur;13001;A02;R93;Comptes financiers;G8QBG;297.056109883405;798469.0;4171435.0;2467800.0;49.6548726786528;83.9338981328617;1171329.08;254.0;1978556.72;3337279.47;3337280.0;444083.0;;;67651.42;193324.77;;3614454.0;312.0
0130221V;2021;696722.0;0.0;0.0;756795.0;478717.0;-260604.0;7.80823047229268;;;114522.0;950927.0;1851932.0;5118394.0;52.6058759837558;79941.0;0.0;;Vague C;Institut d'études politiques AIX-EN-PROVENCE;Aix-en-Provence;Aix-Marseille;Provence-Alpes-Côte d'Azur;13001;A02;R93;Comptes financiers;G8QBG;57.3623339007524;399656.0;4718738.0;2562301.0;50.0606440223242;92.1917695277073;;141.286827113521;321831.0;3084590.0;2692576.0;-9100.0;-9100.0;95718.0;285792.0;96065.0;;2112536.0;161.168719263498
0130221V;2022;1078644.0;18856.0;0.0;1166130.0;341785.0;-7472.0;18.2478144915741;;;77940.0;800980.0;1683069.0;5229218.0;56.1893193207856;70000.0;0.0;;Vague C;Institut d'études politiques AIX-EN-PROVENCE;Aix-en-Provence;Aix-Marseille;Provence-Alpes-Côte d'Azur;13001;A02;R93;Budget;G8QBG;88.4645907268756;954218.0;4275000.0;2505000.0;47.9039122102005;81.7521855084259;;141.732126315789;247223.0;3167573.0;2938262.0;504218.0;504218.0;-460971.0;0.0;444659.0;;1690541.0;142.361347368421
0133774G;2010;1424227.22;0.0;0.0;153655.58;3784825.8;;4.52001577663977;5958206.88;78.9760750831473;162731.38;79861.47;1858246.52;7544318.8;66.3674605055131;499299.58;;;;Ecole centrale de Marseille;;;;;;;Comptes financiers;1tI7C;23.9431177280828;;7203314.4;956330.98;12.6761740238231;95.4799842233602;657148.89;92.8695750389571;187808.64;5006972.8;5006972.8;266783.37;;;70005.47;11141.11;;3138760.26;156.865802442276
0133774G;2015;1097318.0;0.0;0.0;679982.7;1859939.63;-1666805.0;5.41146691131122;4340937.86;25.41510016;268600.53;291676.6;4145953.0;17081653.0;23.7571855604373;278749.33;;2014;Vague C;Ecole centrale de Marseille;Marseille 13e;Aix-Marseille;Provence-Alpes-Côte d'Azur;13213;A02;R93;Comptes financiers;1tI7C;84.2388441636791;924368.0;16198920.0;11716330.0;68.5901417152075;94.8322741364668;956070.36;92.0;322832.55;3966811.06;4058120.0;478515.0;;;28000.0;104322.95;84.9813911716515;5812758.0;129.0
0134009M;2012;53945917.75;0.0;0.0;6910651.11;12455993.6;;2.6576069912521;68431459.22;12.2955005078201;4697995.54;9989670.73;564844764.3;556556922.4;14.1702682521518;3653226.55;995092.79;2012;Vague C;Université AIX MARSEILLE;Marseille  7e;Aix-Marseille;Provence-Alpes-Côte d'Azur;13207;A02;R93;Comptes financiers;xJdyB;27.4183780662439;14791095.68;541730371.99;462726005.61;83.1408229754146;97.3360226396853;23142864.8;375.360374204298;13344900.23;78865608.8800002;78865608.8800002;5062326.89999995;;;4717392.72;6010808.28;82.9283805218979;604850036.98;401.94536723671
0134009M;2013;37526085.76;0.0;4855668.13;8930421.84;14751872.93;;3.011454181;71264323.15;12.41423527;2846595.0;10035697.75;560217659.2;574053267.1;15.49953259;3364276.87;1061746.64;2012;Vague C;Université AIX MARSEILLE;Marseille  7e;Aix-Marseille;Provence-Alpes-Côte d'Azur;13207;A02;R93;Comptes financiers;xJdyB;46.06755743;17287351.11;556695114.8;476387556.5;82.98664668;96.97621227;21719802.79;362.2779363;15163450.34;88975573.23;88975573.23;5397506.13;;;5110804.74;6296264.32;82.9786910788502;650258173.4;420.5047542
0134009M;2017;58787717.0;;;;;-104568250.0;3.13418490832355;;;;;78166301.0;619331168.0;19.1384346734508;;;2012;Vague C;Université AIX MARSEILLE;Marseille  7e;Aix-Marseille;Provence-Alpes-Côte d'Azur;13207;A02;R93;Comptes financiers;xJdyB;33.0187749934225;19410984.0;599920184.0;502649735.0;81.1600902669249;96.8658150916764;;46.906020352;;119047045.5;119563800.0;5352620.0;5199620.0;-52635228.0;;;81.718241570995;182734551.0;109.65531768
0141408E;2011;11801982.08;0.0;0.0;5693513.49;1730371.94;;1.77705034147639;32031040.49;15.5728073087785;6551402.91;4678202.23;6467091.07999998;205685717.77;15.4345114985083;1964196.81;84236.26;2011;Vague B;Université CAEN - BASSE-NORMANDIE;Caen;Caen;Normandie;14118;A05;R28;Comptes financiers;p25Q3;30.9705499061388;3655138.74999996;201976909.08;166633205.97;81.0135034053901;98.1968564807464;5735032.37999996;11.5268265041022;5870884.55;31746585.76;31746585.76;1350767.79999996;;;674359.66;2457575.21;83.265568338315;12457340.47;22.2037389800024
0141408E;2014;5840267.16;908630.91;0.0;6333268.19;2405834.29;-8260327.37;2.610449579;26398350.8;12.46366657;1979131.95;4027767.63;12254664.87;211802447.2;15.21322732;2582779.8;57851.87;2011;Vague B;Université CAEN - BASSE-NORMANDIE;Caen;Caen;Normandie;14118;A05;R28;Comptes financiers;p25Q3;94.67025974;5528996.09;206075123.2;175254126.6;82.74414623;97.29591228;6249997.04;21.40811217;6579155.92;32221987.76;32221987.76;2251630.34;;;1774872.62;4777698.2;86.4711691850518;20514992.24;35.83837336
0141408E;2020;14913554.0;1477614.0;667649.0;4435244.0;7083706.0;-9857963.0;2.84414033137406;;;1130448.0;4313487.0;26017133.0;225057812.0;13.9950774070442;893513.0;204876.0;2011;Vague B;Université CAEN - BASSE-NORMANDIE;Caen;Caen;Normandie;14118;A05;R28;Comptes financiers;p25Q3;42.9204199079576;6400960.0;218656852.0;185733662.0;82.5270895284453;97.1558596686259;;42.8350074298152;9354863.0;37731956.0;31497015.0;5624786.0;5624786.0;-929164.0;2100289.0;6070267.0;84.7298260597926;35875096.0;59.0653091447598
0141720U;2010;6129699.24;0.0;0.0;1856262.35;1920567.35;576172.650000002;39.2901171213717;4485215.62;30.6748647959707;580005.11;98779.41;7002620.05999999;14621794.26;64.7800951892206;323752.48;;;;ENSI CAEN;;;;;;;Comptes financiers;I4SPK;93.7227075108501;5744920.09;8875621.43;3723360.6;25.4644576020727;60.7013152570511;6232147.7;284.03005259768;100178.23;9472012.24;9472012.24;5115468.7;;;;4592467.31;;6426447.41;260.660178652978
0141720U;2012;2643856.53;0.0;0.0;1931237.71;508128.1;1026358.93;4.7510570652625;4635177.63;26.9146226139169;896371.92;148861.2;3384523.08;17221781.99;28.9893920553572;291779.23;;2012;Vague B;ENSI CAEN;Caen;Caen;Normandie;14118;A05;R28;Comptes financiers;I4SPK;30.9478476125934;818216.690000001;16291177.97;11016516.06;63.9685025997707;94.5963546598118;1603451.73;74.7906818674328;87375.89;4992489.9;4992489.9;25798.5000000002;;;;1128735.85;76.8107949375787;2358164.15;52.1103566337136
0141720U;2014;3765083.57;500015.27;0.0;1993824.23;710778.75;2998238.18;8.195537793;3736782.31;21.52239676;609595.69;165499.48;3800376.19;17362296.36;29.99237193;275366.68;;2012;Vague B;ENSI CAEN;Caen;Caen;Normandie;14118;A05;R28;Comptes financiers;I4SPK;37.79288118;1422933.56;15922465.66;11368363.66;65.47730452;91.70714132;2305305.81;85.92484717;178069.52;5207364.5;5207364.5;231866.87;;;;774214.88;77.1917355002964;802138.01;18.13599035
0141720U;2016;977815.0;;;;;-25356.0;11.0914316587793;;;;;5447256.0;15982265.0;24.0916666067044;;;2012;Vague B;ENSI CAEN;Caen;Caen;Normandie;14118;A05;R28;Comptes financiers;I4SPK;181.28807596529;1772662.0;14281351.0;10368071.0;64.8723506962248;89.3574909438681;;137.312790645647;;3850394.0;3850394.0;1552301.0;1552301.0;1746965.0;;;81.0563436230648;5472612.0;137.951957066247
0142382N;2017;971147.0;;;;;-3135695.0;10.8028329602631;;;;;567269.0;6319185.0;90.1378579674436;;;;Vague B;NORMANDIE UNIVERSITÉ;Caen;Caen;Normandie;14118;A05;R28;Comptes financiers;G1r6y;70.2932717703911;682651.0;5636534.0;3171402.0;50.1868832768783;89.1971670397369;;36.230924891;;5695978.0;5695978.0;712410.0;712410.0;-202103.0;;;;3702964.0;236.50474565
0142382N;2020;2173874.0;;;0.0;;-6170310.0;5.42220005530213;;;;;1403169.0;13120652.0;91.9584484063749;;;;Vague B;NORMANDIE UNIVERSITÉ;Caen;Caen;Normandie;14118;A05;R28;Comptes financiers;G1r6y;32.7262757639127;711428.0;12409224.0;9980373.0;76.0661360426296;94.5777999446979;;40.706883847048;;0.0;12065548.0;158768.0;158768.0;4001739.0;;;;7573479.0;219.711759574974
0142382N;2022;720652.0;0.0;1504503.0;0.0;5071869.0;-4787810.0;0.845565289548728;;;0.0;0.0;1069809.0;18114982.0;94.7888052000273;0.0;695000.0;;Vague B;NORMANDIE UNIVERSITÉ;Caen;Caen;Normandie;14118;A05;R28;Budget;G1r6y;21.2549191565416;153174.0;17961808.0;13080180.0;72.2064200781431;99.1544347104513;;21.4416744684054;12000.0;17420975.0;17170975.0;103174.0;103174.0;-617478.0;194927.0;9942676.0;;5857619.0;117.401479851026
0171463Y;2011;;;;;;;;;;;;6801876.82000002;;;;;2009;Vague B;Université LA ROCHELLE;La Rochelle;Poitiers;Nouvelle-Aquitaine;17300;A13;R75;Comptes financiers;atbEK;;;;;;;;;;;;;;;;;78.6535382583884;10741952.33;
0171463Y;2013;3865023.45;570333.21;0.0;1609877.45;4132586.06;;3.712324057;10015540.61;14.58759553;861085.95;943283.01;5761351.23;68657926.43;18.13881247;364354.72;;2009;Vague B;Université LA ROCHELLE;La Rochelle;Poitiers;Nouvelle-Aquitaine;17300;A13;R75;Comptes financiers;atbEK;65.94538825;2548804.72;66109121.71;55248693.35;80.46950472;96.28767594;2451593.6;31.3736802;605005.02;12453732.52;12453732.52;1887162.16;;;1562866.17;1484535.48;80.9694812085962;9369116.66;51.01991844
0171463Y;2018;3094460.0;484687.0;503730.0;1419644.0;4929959.0;-1628776.0;2.88382587624356;;;527788.0;975756.0;6243130.0;73426902.0;18.4809009101324;106429.0;42000.0;2009;Vague B;Université LA ROCHELLE;La Rochelle;Poitiers;Nouvelle-Aquitaine;17300;A13;R75;Comptes financiers;atbEK;68.4288696573877;2117504.0;71309398.0;59373828.0;80.8611372436767;97.1161741237564;;31.5179606480481;673207.0;13447535.0;13569953.0;908005.0;908005.0;-1979072.0;2826856.0;957479.0;80.8177228264692;7871906.0;39.7407107545628
0171463Y;2022;18098143.0;881778.0;4337877.0;5377490.0;13813695.0;-1054108.0;2.00716182926917;;;2511925.0;1007166.0;8110690.0;90601713.0;29.4010003983037;201483.0;;2009;Vague B;Université LA ROCHELLE;La Rochelle;Poitiers;Nouvelle-Aquitaine;17300;A13;R75;Budget;atbEK;10.0481193015217;1818523.0;88783190.0;70850770.0;78.2002543373545;97.9928381707308;;32.8874013200021;1292665.0;38316748.0;26637810.0;441329.0;441329.0;-4605682.0;4212814.0;4679855.0;;9164798.0;37.1616212483467
0180974L;2014;941516.0;;;;;-29686.08;4.10027351079643;;;;;4779193.7;14318996.0;23.8419439463493;;;2014;Vague C;INSA Val de Loire;Bourges;Orléans-Tours;Centre-Val de Loire;18033;A18;R24;Comptes financiers;QYw7j;62.3587915659426;587118.0;13731878.0;11043399.0;77.1241154058567;95.8997264892036;;125.0;;;3413927.0;10795.0;;;;;76.3678278631078;4808879.78;126.0
0180974L;2016;1541864.0;;;;;-641356.0;2.88404322267896;;;;;5112849.0;17975008.0;23.5564568316187;;;2014;Vague C;INSA Val de Loire;Bourges;Orléans-Tours;Centre-Val de Loire;18033;A18;R24;Comptes financiers;QYw7j;33.6220963716644;518407.0;17456601.0;14030990.0;78.0583240908711;97.115956777321;;105.4400934065;;4234275.0;4234275.0;6524.0;6524.0;;;;78.6347537989057;5754205.0;118.666503290073
0180974L;2017;1061863.0;;;;;-972243.0;2.62112310620023;;;;;5204295.0;18488029.0;21.1257241104501;;;2014;Vague C;INSA Val de Loire;Bourges;Orléans-Tours;Centre-Val de Loire;18033;A18;R24;Comptes financiers;QYw7j;45.6362073073457;484594.0;18003435.0;14386392.0;77.8146334582232;97.3788768937998;;104.06604073;;3905730.0;3905730.0;200144.0;200144.0;199498.0;;;80.3413597829306;6176538.0;123.50719071
