Année;Organisme;Libellé organisme;Statut regroupé;Statut/Nature de contrat;Type d'emploi;Effectif au 31/12 (en ETPT);Libellé actuel de l'organisme;ROR;UAI;Paysage;Wikidata;SIREN
2014;INRA;Institut national de la recherche agronomique;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2014;INRA;Institut national de la recherche agronomique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2014;INRA;Institut national de la recherche agronomique;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2014;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;203.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD chercheurs;Emplois sous plafond;79.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD handicap;Emplois sous plafond;1.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INRIA;Institut national de recherche en informatique et en automatique;Permanents;CDI;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INRIA;Institut national de recherche en informatique et en automatique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;42.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INRIA;Institut national de recherche en informatique et en automatique;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2014;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Apprentis;Emplois sous plafond;4.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;393.1;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Stagiaires rémunérés;Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Vacataires;Emplois hors plafond;167.226808202;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2014;IRD;Institut de recherche pour le développement;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;106.1;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Non permanents;CDD chercheurs;Emplois hors plafond;28.92;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Permanents;CDI;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois sous plafond;32.65;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRD;Institut de recherche pour le développement;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois sous plafond;1370.52;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;36.92;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;36.47;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Vacataires;Emplois hors plafond;1.21;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2014;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2015;CNRS;Centre national de la recherche scientifique;Permanents;CDI;Emplois hors plafond;1.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;CNRS;Centre national de la recherche scientifique;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;CNRS;Centre national de la recherche scientifique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;59.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2015;INED;Institut national d'études démographiques;Non permanents;Apprentis;Emplois sous plafond;0.99;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2015;INED;Institut national d'études démographiques;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;1.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2015;INED;Institut national d'études démographiques;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;5.32;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2015;INED;Institut national d'études démographiques;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2015;INED;Institut national d'études démographiques;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2015;INRA;Institut national de la recherche agronomique;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;165.08125;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2015;INRA;Institut national de la recherche agronomique;Non permanents;CDD chercheurs;Emplois hors plafond;64.30525;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2015;INRA;Institut national de la recherche agronomique;Permanents;CDI;Emplois sous plafond;21.6713333333;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2015;INRA;Institut national de la recherche agronomique;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2015;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Apprentis;Emplois hors plafond;1.58886617877;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD handicap;Emplois sous plafond;1.5;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INRIA;Institut national de recherche en informatique et en automatique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2015;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Apprentis;Emplois sous plafond;25.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2015;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;265.4;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2015;INSERM;Institut national de la santé et de la recherche médicale;Permanents;CDI;Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2015;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois sous plafond;4956.6;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2015;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2015;IRD;Institut de recherche pour le développement;Non permanents;Apprentis;Emplois sous plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2015;IRD;Institut de recherche pour le développement;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;357.6;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2015;IRD;Institut de recherche pour le développement;Non permanents;CDD handicap;Emplois sous plafond;14.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2015;IRD;Institut de recherche pour le développement;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2015;IRD;Institut de recherche pour le développement;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2015;IRD;Institut de recherche pour le développement;Non permanents;Vacataires;Emplois sous plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;CNRS;Centre national de la recherche scientifique;Non permanents;CDD chercheurs;Emplois hors plafond;2223.01316667;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2016;CNRS;Centre national de la recherche scientifique;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;186.522166667;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2016;CNRS;Centre national de la recherche scientifique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois sous plafond;104.283416667;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2016;CNRS;Centre national de la recherche scientifique;Non permanents;Stagiaires rémunérés;Emplois hors plafond;1396.05641667;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2016;CNRS;Centre national de la recherche scientifique;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois sous plafond;23818.5845833;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2016;INED;Institut national d'études démographiques;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;0.58;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INED;Institut national d'études démographiques;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INED;Institut national d'études démographiques;Non permanents;Vacataires;Emplois sous plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INED;Institut national d'études démographiques;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2016;INRA;Institut national de la recherche agronomique;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;139.080083333;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRA;Institut national de la recherche agronomique;Non permanents;CDD chercheurs;Emplois sous plafond;56.6101666667;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRA;Institut national de la recherche agronomique;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRA;Institut national de la recherche agronomique;Permanents;CDI;Emplois hors plafond;0.115583333333;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2016;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Apprentis;Emplois hors plafond;2.76502732933;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2016;INRIA;Institut national de recherche en informatique et en automatique;Permanents;CDI;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2016;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2016;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Vacataires;Emplois hors plafond;4.239617493;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2016;INSERM;Institut national de la santé et de la recherche médicale;Permanents;CDI;Emplois sous plafond;34.27;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;27.9;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2016;IRD;Institut de recherche pour le développement;Non permanents;Autres CDD, hors chercheurs;Emplois sous plafond;347.6;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRD;Institut de recherche pour le développement;Non permanents;CDD chercheurs;Emplois hors plafond;30.1;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRD;Institut de recherche pour le développement;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;15.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRD;Institut de recherche pour le développement;Permanents;CDI;Emplois sous plafond;12.9;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRD;Institut de recherche pour le développement;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRD;Institut de recherche pour le développement;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRD;Institut de recherche pour le développement;Non permanents;Vacataires;Emplois sous plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2016;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Permanents;CDI;Emplois sous plafond;1.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2016;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Stagiaires rémunérés;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2016;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Vacataires;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2017;CNRS;Centre national de la recherche scientifique;Non permanents;Apprentis;Emplois hors plafond;1.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;CNRS;Centre national de la recherche scientifique;Non permanents;CDD chercheurs;Emplois hors plafond;2185.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;CNRS;Centre national de la recherche scientifique;Non permanents;CDD chercheurs;Emplois sous plafond;144.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;CNRS;Centre national de la recherche scientifique;Non permanents;CDD handicap;Emplois sous plafond;34.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;CNRS;Centre national de la recherche scientifique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;59.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;CNRS;Centre national de la recherche scientifique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;CNRS;Centre national de la recherche scientifique;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2017;INED;Institut national d'études démographiques;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;13.95;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INED;Institut national d'études démographiques;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;3.75;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INED;Institut national d'études démographiques;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INED;Institut national d'études démographiques;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois sous plafond;3.95;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INED;Institut national d'études démographiques;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INED;Institut national d'études démographiques;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2017;INRA;Institut national de la recherche agronomique;Non permanents;Apprentis;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2017;INRA;Institut national de la recherche agronomique;Non permanents;CDD chercheurs;Emplois sous plafond;49.5689166667;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2017;INRA;Institut national de la recherche agronomique;Non permanents;CDD handicap;Emplois sous plafond;15.4979166667;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2017;INRA;Institut national de la recherche agronomique;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2017;INRA;Institut national de la recherche agronomique;Non permanents;Vacataires;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2017;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Apprentis;Emplois hors plafond;1.95616438985;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;79.4219174143;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INRIA;Institut national de recherche en informatique et en automatique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INRIA;Institut national de recherche en informatique et en automatique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois sous plafond;31.3369862512;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.778082162142;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INRIA;Institut national de recherche en informatique et en automatique;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Autres CDD, hors chercheurs;Emplois hors plafond;840.95;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois sous plafond;4989.6;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Vacataires;Emplois sous plafond;138.251137338;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;IRD;Institut de recherche pour le développement;Non permanents;CDD chercheurs;Emplois sous plafond;6.58333333333;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2017;IRD;Institut de recherche pour le développement;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;1.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2017;IRD;Institut de recherche pour le développement;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;10.5833333333;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2017;IRD;Institut de recherche pour le développement;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2017;IRD;Institut de recherche pour le développement;Permanents;CDI;Emplois sous plafond;14.2666666667;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
