Année;Organisme;Libellé organisme;Statut regroupé;Statut/Nature de contrat;Type d'emploi;Effectif au 31/12 (en ETPT);Libellé actuel de l'organisme;ROR;UAI;Paysage;Wikidata;SIREN
2017;INRA;Institut national de la recherche agronomique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2017;INRA;Institut national de la recherche agronomique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2017;INRA;Institut national de la recherche agronomique;Non permanents;Stagiaires rémunérés;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2017;INRA;Institut national de la recherche agronomique;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2017;INRA;Institut national de la recherche agronomique;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2017;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INRIA;Institut national de recherche en informatique et en automatique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;35.8794520348;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Vacataires;Emplois hors plafond;6.12876710994;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2017;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;126.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois sous plafond;19.2416430408;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;4.8;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois sous plafond;20.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Stagiaires rémunérés;Emplois sous plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2017;IRD;Institut de recherche pour le développement;Non permanents;Apprentis;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2017;IRD;Institut de recherche pour le développement;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2017;IRD;Institut de recherche pour le développement;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois sous plafond;28.5833333333;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2017;IRD;Institut de recherche pour le développement;Non permanents;Vacataires;Emplois hors plafond;0.0;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2017;IRD;Institut de recherche pour le développement;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;39.75;Institut de recherche pour le développement;05q3vnk25;0755362W;Uan45;Q2910510;180006025
2017;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Vacataires;Emplois hors plafond;4.84433333333;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2017;IRSTEA;Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture;Non permanents;Vacataires;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01wep6g48;0922644Z;t4SA4;Q3152425;180070013
2018;CNRS;Centre national de la recherche scientifique;Non permanents;CDD chercheurs;Emplois hors plafond;2150.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2018;CNRS;Centre national de la recherche scientifique;Non permanents;CDD doctorants, contrats doctoraux;Emplois sous plafond;106.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2018;CNRS;Centre national de la recherche scientifique;Non permanents;CDD handicap;Emplois sous plafond;35.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2018;CNRS;Centre national de la recherche scientifique;Non permanents;Contrat unique d'insertion - contrat d'accompagnement dans l'emploi (CUI-CAE);Emplois hors plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2018;CNRS;Centre national de la recherche scientifique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Centre national de la recherche scientifique;02feahw73;0753639Y;n2X5f;Q280413;180089013
2018;INED;Institut national d'études démographiques;Non permanents;Apprentis;Emplois sous plafond;1.07;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2018;INED;Institut national d'études démographiques;Non permanents;CDD chercheurs;Emplois hors plafond;12.09;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2018;INED;Institut national d'études démographiques;Non permanents;CDD chercheurs;Emplois sous plafond;2.46;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2018;INED;Institut national d'études démographiques;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois sous plafond;6.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2018;INED;Institut national d'études démographiques;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois sous plafond;130.95;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2018;INED;Institut national d'études démographiques;Non permanents;Vacataires;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2018;INED;Institut national d'études démographiques;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national d'études démographiques;02cnsac56;"0932770F;0755360U";WuERk;Q3152388;180037020
2018;INRA;Institut national de la recherche agronomique;Permanents;CDI;Emplois hors plafond;1.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2018;INRA;Institut national de la recherche agronomique;Permanents;CDI;Emplois sous plafond;28.4265;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2018;INRA;Institut national de la recherche agronomique;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois sous plafond;46.2741666667;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2018;INRA;Institut national de la recherche agronomique;Non permanents;Stagiaires rémunérés;Emplois hors plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2018;INRA;Institut national de la recherche agronomique;Permanents;Titulaires de l'organisme, y compris ceux mis à disposition, yc fonctionnaires stagiaires (non encore titularisés), contrats PACTE;Emplois sous plafond;7531.06925;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2018;INRA;Institut national de la recherche agronomique;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;01x3gbx83;0755361V;t4SA4;Q1665106;180070039
2018;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;CDD handicap;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2018;INRIA;Institut national de recherche en informatique et en automatique;Permanents;CDI;Emplois hors plafond;0.721917815506;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2018;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Vacataires;Emplois sous plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2018;INRIA;Institut national de recherche en informatique et en automatique;Non permanents;Volontaires civils ou militaires;Emplois hors plafond;0.0;Institut national de recherche en informatique et en automatique;02kvxyf05;0780491K;E1Wdn;Q1146208;180089047
2018;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;CDD doctorants, contrats doctoraux;Emplois hors plafond;510.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2018;INSERM;Institut national de la santé et de la recherche médicale;Permanents;CDI;Emplois hors plafond;2.9;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2018;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur contrat;Emplois hors plafond;3.8;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2018;INSERM;Institut national de la santé et de la recherche médicale;Permanents;Fonctionnaires, titulaires d'autres organismes accueillis sur emploi;Emplois hors plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2018;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Vacataires;Emplois hors plafond;103.950089009;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2018;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Vacataires;Emplois sous plafond;115.974484077;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
2018;INSERM;Institut national de la santé et de la recherche médicale;Non permanents;Volontaires civils ou militaires;Emplois sous plafond;0.0;Institut national de la santé et de la recherche médicale;02vjkv261;0755364Y;bZiTA;Q1474517;180036048
